"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.Gender","Answer.Rating","Answer.Test","Approve","Reject"
"3IKMEYR0LWHUYTTYDNYB745S5282K0","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","369J354OFEWF1SE900U1O9PYBAWG6A","A3O7X46E3REM7I","Submitted","Thu Mar 07 09:16:45 PST 2019","Thu Mar 07 09:18:37 PST 2019","Thu Mar 14 10:18:37 PDT 2019","","","","112","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/18_0_3_20170119151213151.jpg.chip.jpg","Male","1","together"
"3IKMEYR0LWHUYTTYDNYB745S5282K0","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3R2PKQ87NXUVMM5WD41LYHZ0GN3IME","A2XUJ83OH1TIZG","Submitted","Thu Mar 07 09:17:03 PST 2019","Thu Mar 07 09:17:30 PST 2019","Thu Mar 14 10:17:30 PDT 2019","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/18_0_3_20170119151213151.jpg.chip.jpg","Male","3","together"
"3IKMEYR0LWHUYTTYDNYB745S5282K0","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3R9WASFE202BB22PRLLU3MIHFZTFZ1","AOOUX0906K0HG","Submitted","Thu Mar 07 09:16:58 PST 2019","Thu Mar 07 09:17:06 PST 2019","Thu Mar 14 10:17:06 PDT 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/18_0_3_20170119151213151.jpg.chip.jpg","Male","1","together"
"3IKMEYR0LWHUYTTYDNYB745S5282K0","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3SPJ033422PRBEEGEPAW4D172C6YJW","A27EE4XLQFSLFN","Submitted","Thu Mar 07 09:17:21 PST 2019","Thu Mar 07 09:18:41 PST 2019","Thu Mar 14 10:18:41 PDT 2019","","","","80","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/18_0_3_20170119151213151.jpg.chip.jpg","Male","2","together"
"3K8CQCU3KENHIFC8OKFYN32L347NW7","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","333U7HK6IA1OD3JPITNIRSR6KO0JD9","A23KAJRDVCVGOE","Submitted","Thu Mar 07 09:17:23 PST 2019","Thu Mar 07 09:20:08 PST 2019","Thu Mar 14 10:20:08 PDT 2019","","","","165","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/25_1_2_20170116174847586.jpg.chip.jpg","Female","6","together"
"3K8CQCU3KENHIFC8OKFYN32L347NW7","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3QAPZX2QN5ZU8NKNZWTVD4L6OO620D","APGX2WZ59OWDN","Submitted","Thu Mar 07 09:17:46 PST 2019","Thu Mar 07 09:17:52 PST 2019","Thu Mar 14 10:17:52 PDT 2019","","","","6","100% (1/1)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/25_1_2_20170116174847586.jpg.chip.jpg","Female","5","together"
"3K8CQCU3KENHIFC8OKFYN32L347NW7","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3UWN2HHPUZRQYITSUHAZFYUNUBFNSB","A2LU259QPV1I4V","Submitted","Thu Mar 07 09:17:00 PST 2019","Thu Mar 07 09:21:44 PST 2019","Thu Mar 14 10:21:44 PDT 2019","","","","284","100% (1/1)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/25_1_2_20170116174847586.jpg.chip.jpg","Female","5","together"
"3K8CQCU3KENHIFC8OKFYN32L347NW7","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3X1FV8S5JYD0GITA1829015XS3NGV1","A3EYWJCIO1MG9W","Submitted","Thu Mar 07 09:17:02 PST 2019","Thu Mar 07 09:19:02 PST 2019","Thu Mar 14 10:19:02 PDT 2019","","","","120","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/25_1_2_20170116174847586.jpg.chip.jpg","Female","5","together"
"3QQUBC64ZE0W7FHYYPBKPMGSC6DNX0","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3300DTYQT33ARW129EIBUBLDYVTQE0","A2N825X4R5H7EK","Submitted","Thu Mar 07 09:16:58 PST 2019","Thu Mar 07 09:17:41 PST 2019","Thu Mar 14 10:17:41 PDT 2019","","","","43","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/26_0_1_20170113154951523.jpg.chip.jpg","Male","0","separated"
"3QQUBC64ZE0W7FHYYPBKPMGSC6DNX0","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3FTOP5WARGAUEJIV6HZNCL7NQZS0JY","A2LU259QPV1I4V","Submitted","Thu Mar 07 09:17:08 PST 2019","Thu Mar 07 09:22:27 PST 2019","Thu Mar 14 10:22:27 PDT 2019","","","","319","100% (1/1)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/26_0_1_20170113154951523.jpg.chip.jpg","Male","0","separated"
"3QQUBC64ZE0W7FHYYPBKPMGSC6DNX0","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3YMU66OBIOUVYHYQWJL5L0EOKOCGHB","A1NTZ2XCWWT6E5","Submitted","Thu Mar 07 09:16:53 PST 2019","Thu Mar 07 09:17:13 PST 2019","Thu Mar 14 10:17:13 PDT 2019","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/26_0_1_20170113154951523.jpg.chip.jpg","Male","1","separated"
"3QQUBC64ZE0W7FHYYPBKPMGSC6DNX0","3R9DAV8FBHZ509MKUQ6U229287XLQB","Rate photos of faces on masculinity/femininity","View 100 face images and rate each face on the level of masculinity/femininity","face, gender, masculinity, femininity","$0.05","Thu Mar 07 09:16:04 PST 2019","5","BatchId:3558463;OriginalHitTemplateId:920937332;","3600","604800","Fri Mar 08 09:16:04 PST 2019","","","3Z9WI9EOZ0A003U9MA6KJS6HR5TKHI","A1GCTKOPKUTW3G","Submitted","Thu Mar 07 09:16:29 PST 2019","Thu Mar 07 09:17:04 PST 2019","Thu Mar 14 10:17:04 PDT 2019","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","http://snapdocket.com/fast/26_0_1_20170113154951523.jpg.chip.jpg","Male","1","separated"
