,image_filename,FAME_0,FAME,FAME_variance,logreg_0,logreg,logreg_variance
0,00-13-953-I-B-user61,4.237535819891621,4.237535819891621,0.0,0.8105885272117999,0.8105885272117999,0.0
1,00-13-953-W-B-user62,0.7972788816990963,0.7972788816990963,0.0,0.02270358055510439,0.02270358055510439,0.0
2,00-34-288-I-B-user114,3.9894788135063752,3.9894788135063752,0.0,0.3109973790480577,0.3109973790480577,0.0
3,01-01-49-I-B-user135,3.2468476829584767,3.2468476829584767,0.0,0.4591397634966108,0.4591397634966108,0.0
4,01-01-49-W-B-user134,2.978570191200012,2.978570191200012,0.0,0.647203534692022,0.647203534692022,0.0
5,01-25-367-I-B-user147,2.501716992728769,2.501716992728769,0.0,0.153600660339601,0.153600660339601,0.0
6,01-25-367-W-B-user148,3.017579522325932,3.017579522325932,0.0,0.23716354640612966,0.23716354640612966,0.0
7,01-38-934-I-B-user1,1.1549940788471045,1.1549940788471045,0.0,0.008229057856092395,0.008229057856092395,0.0
8,01-38-934-W-B-user44,1.3128389545140813,1.3128389545140813,0.0,0.15536720184609526,0.15536720184609526,0.0
9,01-50-492-I-T-user1,2.468385361707808,2.468385361707808,0.0,0.0378338905813046,0.0378338905813046,0.0
10,01-50-492-W-T-user2,4.041819989476633,4.041819989476633,0.0,0.7513679738484591,0.7513679738484591,0.0
11,02-09-31-I-T-user100,3.719809722552948,3.719809722552948,0.0,0.736444579847355,0.736444579847355,0.0
12,02-09-31-W-T-user101,3.6026328416881235,3.6026328416881235,0.0,0.8082723140144829,0.8082723140144829,0.0
13,02-20-877-I-B-user130,1.3774902142803622,1.3774902142803622,0.0,0.011545973952926777,0.011545973952926777,0.0
14,02-20-877-W-B-user149,3.633331703650791,3.633331703650791,0.0,0.4294372848308158,0.4294372848308158,0.0
15,02-28-29-I-B-user22,-0.55603373053812,-0.55603373053812,0.0,0.00029712295984878767,0.00029712295984878767,0.0
16,02-28-29-W-B-user156,3.6327467955702617,3.6327467955702617,0.0,0.5197806064008001,0.5197806064008001,0.0
17,02-40-950-I-B-user17,5.252287038918737,5.252287038918737,0.0,0.9843114977197372,0.9843114977197372,0.0
18,02-40-950-W-B-user18,0.09122192740599733,0.09122192740599733,0.0,0.002709290096371689,0.002709290096371689,0.0
19,02-44-269-I-T-user63,1.5354910639192203,1.5354910639192203,0.0,0.033465757562845685,0.033465757562845685,0.0
20,02-44-269-W-T-user64,3.0494857503045023,3.0494857503045023,0.0,0.39568026095897024,0.39568026095897024,0.0
21,03-12-820-I-B-user105,4.183402781753177,4.183402781753177,0.0,0.7431803660875345,0.7431803660875345,0.0
22,03-12-820-W-B-user106,2.3477481156459614,2.3477481156459614,0.0,0.019649662149628492,0.019649662149628492,0.0
23,03-23-90-I-T-user22,1.0545938094189369,1.0545938094189369,0.0,0.014528818292177387,0.014528818292177387,0.0
24,03-23-90-W-T-user51,0.7097434753385823,0.7097434753385823,0.0,0.006610444433387218,0.006610444433387218,0.0
25,03-42-701-I-T-user39,2.8705589552030086,2.8705589552030086,0.0,0.0503113487220919,0.0503113487220919,0.0
26,03-42-701-W-T-user27,0.10114256783140264,0.10114256783140264,0.0,0.0014731422618529894,0.0014731422618529894,0.0
27,03-47-890-I-T-user1,1.6056661964387056,1.6056661964387056,0.0,0.010140597655988452,0.010140597655988452,0.0
28,03-47-890-W-T-user151,2.9447753507776,2.9447753507776,0.0,0.2701857426696474,0.2701857426696474,0.0
29,04-01-129-I-B-user22,-0.07303304868621385,-0.07303304868621385,0.0,0.0026225510782079443,0.0026225510782079443,0.0
30,04-01-129-W-B-user111,1.051097336034065,1.051097336034065,0.0,0.010976361509018434,0.010976361509018434,0.0
31,04-30-467-I-T-user39,2.4542684720337924,2.4542684720337924,0.0,0.08296600587407257,0.08296600587407257,0.0
32,04-38-645-I-T-user159,0.6575336502416338,0.6575336502416338,0.0,0.013246134723997651,0.013246134723997651,0.0
33,04-38-645-W-T-user96,1.8597458116362036,1.8597458116362036,0.0,0.007617011007861041,0.007617011007861041,0.0
34,04-57-574-I-B-user67,0.3136253760295196,0.3136253760295196,0.0,0.002439014145125458,0.002439014145125458,0.0
35,04-57-574-W-B-user68,2.1104986481262062,2.1104986481262062,0.0,0.06532945644032857,0.06532945644032857,0.0
36,05-06-501-I-T-user22,-2.1858925564074427,-2.1858925564074427,0.0,3.845012870088732e-05,3.845012870088732e-05,0.0
37,05-06-501-W-T-user158,1.3986552420962677,1.3986552420962677,0.0,0.03767154968722404,0.03767154968722404,0.0
38,05-15-634-I-T-user77,1.321594055480725,1.321594055480725,0.0,0.01454285989250504,0.01454285989250504,0.0
39,05-15-634-W-T-user78,0.29509700031837305,0.29509700031837305,0.0,0.0011790538884319665,0.0011790538884319665,0.0
40,05-44-437-I-T-user114,3.937169271779145,3.937169271779145,0.0,0.456890733302851,0.456890733302851,0.0
41,05-44-437-W-T-user115,3.9492508633866827,3.9492508633866827,0.0,0.5230459326570219,0.5230459326570219,0.0
42,05-49-922-I-T-user9,3.6809590245647787,3.6809590245647787,0.0,0.23962899519033276,0.23962899519033276,0.0
43,05-49-922-W-T-user10,3.5335795124500917,3.5335795124500917,0.0,0.6386798672639986,0.6386798672639986,0.0
44,05-50-814-I-T-user19,-2.509998830870906,-2.509998830870906,0.0,7.171286278986412e-05,7.171286278986412e-05,0.0
45,06-18-285-I-B-user112,2.6809839256247106,2.6809839256247106,0.0,0.06823937264731843,0.06823937264731843,0.0
46,06-18-285-W-B-user113,2.1170584015124407,2.1170584015124407,0.0,0.06815230291343713,0.06815230291343713,0.0
47,06-44-152-I-B-user90,1.1861127818204622,1.1861127818204622,0.0,0.03153912362368888,0.03153912362368888,0.0
48,06-44-152-W-B-user91,2.8327536904629724,2.8327536904629724,0.0,0.20868293606210114,0.20868293606210114,0.0
49,06-50-611-I-B-user1,1.645277455636137,1.645277455636137,0.0,0.009230907472810563,0.009230907472810563,0.0
50,06-50-611-W-B-user74,2.287334230232726,2.287334230232726,0.0,0.05211180497674638,0.05211180497674638,0.0
51,06-57-279-I-B-user22,1.5158948823259872,1.5158948823259872,0.0,0.006219872360630688,0.006219872360630688,0.0
52,06-57-279-W-B-user50,2.7229000568939017,2.7229000568939017,0.0,0.3439918241540392,0.3439918241540392,0.0
53,07-53-382-I-T-user148,3.472266683494896,3.472266683494896,0.0,0.24354836403056496,0.24354836403056496,0.0
54,07-53-382-W-T-user147,4.432759306029486,4.432759306029486,0.0,0.9332539130907664,0.9332539130907664,0.0
55,08-33-112-I-B-user129,3.27624826850448,3.27624826850448,0.0,0.3968121700641736,0.3968121700641736,0.0
56,08-33-112-W-B-user130,-0.3087813116012068,-0.3087813116012068,0.0,0.0010845930732793145,0.0010845930732793145,0.0
57,09-02-798-I-T-user114,3.56100333821935,3.56100333821935,0.0,0.39888899372156217,0.39888899372156217,0.0
58,09-14-629-I-B-user54,2.0701566252892456,2.0701566252892456,0.0,0.04003886673061633,0.04003886673061633,0.0
59,09-14-629-W-B-user55,4.709691616754443,4.709691616754443,0.0,0.8011994669107639,0.8011994669107639,0.0
60,09-18-253-I-B-user96,1.9904067523789195,1.9904067523789195,0.0,0.0109907973663081,0.0109907973663081,0.0
61,09-18-253-W-B-user97,3.00127637458346,3.00127637458346,0.0,0.3542719871418199,0.3542719871418199,0.0
62,09-32-917-I-T-user101,3.367226677025295,3.367226677025295,0.0,0.6596548215050592,0.6596548215050592,0.0
63,09-32-917-W-T-user100,4.076586634594781,4.076586634594781,0.0,0.8446020600761747,0.8446020600761747,0.0
64,09-44-142-I-B-user64,2.8854730353623332,2.8854730353623332,0.0,0.09283021147664502,0.09283021147664502,0.0
65,09-44-142-W-B-user63,2.825549545119644,2.825549545119644,0.0,0.09130837869325834,0.09130837869325834,0.0
66,10-48-352-I-T-user22,2.9465004236789074,2.9465004236789074,0.0,0.5947568841666969,0.5947568841666969,0.0
67,10-48-352-W-T-user38,5.186526060275731,5.186526060275731,0.0,0.9619987017793517,0.9619987017793517,0.0
68,11-09-515-I-T-user130,2.6976370503182237,2.6976370503182237,0.0,0.10790548159777458,0.10790548159777458,0.0
69,11-09-515-W-T-user150,4.739925064168932,4.739925064168932,0.0,0.9645742917450368,0.9645742917450368,0.0
70,11-17-124-I-B-user52,3.5853385164736142,3.5853385164736142,0.0,0.4075033929743336,0.4075033929743336,0.0
71,11-17-124-W-B-user53,3.520253998872945,3.520253998872945,0.0,0.71792742401782,0.71792742401782,0.0
72,11-22-452-I-B-user85,2.43575185569076,2.43575185569076,0.0,0.16717796116444947,0.16717796116444947,0.0
73,11-22-452-W-B-user86,2.5499514994786883,2.5499514994786883,0.0,0.06907869070964717,0.06907869070964717,0.0
74,11-22-778-I-B-user102,1.0719456661935745,1.0719456661935745,0.0,0.01001994798717861,0.01001994798717861,0.0
75,11-22-778-W-B-user103,1.7098410040273029,1.7098410040273029,0.0,0.05572488298065517,0.05572488298065517,0.0
76,11-26-504-I-B-user96,1.4245517050930303,1.4245517050930303,0.0,0.0011013115402999881,0.0011013115402999881,0.0
77,11-26-504-W-B-user160,0.5188522324156404,0.5188522324156404,0.0,0.0058110741395946295,0.0058110741395946295,0.0
78,11-44-333-I-B-user156,4.366023556485098,4.366023556485098,0.0,0.8764150067340042,0.8764150067340042,0.0
79,11-44-333-W-B-user157,3.363927500564782,3.363927500564782,0.0,0.7134658029114374,0.7134658029114374,0.0
80,11-45-95-I-B-user22,-0.4273729593623061,-0.4273729593623061,0.0,0.00016309032861573235,0.00016309032861573235,0.0
81,11-45-95-W-B-user158,1.6816972611437464,1.6816972611437464,0.0,0.038392737911417917,0.038392737911417917,0.0
82,11-59-155-I-T-user117,2.577602398094132,2.577602398094132,0.0,0.12999256007428747,0.12999256007428747,0.0
83,11-59-155-W-T-user118,2.2778176036490176,2.2778176036490176,0.0,0.1180036348602461,0.1180036348602461,0.0
84,12-03-237-I-B-user126,3.753281723592104,3.753281723592104,0.0,0.6193932997606135,0.6193932997606135,0.0
85,12-03-237-W-B-user127,4.704745183284052,4.704745183284052,0.0,0.547401011557901,0.547401011557901,0.0
86,12-05-243-I-T-user1,1.5935609499957444,1.5935609499957444,0.0,0.02166661350187697,0.02166661350187697,0.0
87,12-05-243-W-T-user8,3.816040414451325,3.816040414451325,0.0,0.8557670737710918,0.8557670737710918,0.0
88,12-07-438-I-T-user1,2.4609650162497734,2.4609650162497734,0.0,0.02896482621544845,0.02896482621544845,0.0
89,12-07-438-W-T-user62,0.6563118490758022,0.6563118490758022,0.0,0.006869865206167021,0.006869865206167021,0.0
90,12-23-235-I-B-user22,3.0292854540353327,3.0292854540353327,0.0,0.2915599669065187,0.2915599669065187,0.0
91,12-23-235-W-B-user104,4.639234678348277,4.639234678348277,0.0,0.6738984303355157,0.6738984303355157,0.0
92,12-24-294-I-B-user1,1.4914632979924294,1.4914632979924294,0.0,0.018294406081862846,0.018294406081862846,0.0
