,image_filename,FAME_0,FAME,FAME_variance,logreg_0,logreg,logreg_variance
0,2018-08-12_11-31-52-459-I-B-user301,2.974866626771759,2.974866626771759,0.0,0.16572461156030285,0.16572461156030285,0.0
1,2018-08-12_11-31-52-459-W-B-user302,2.7823316559666877,2.7823316559666877,0.0,0.13583116141235702,0.13583116141235702,0.0
2,2018-08-12_11-36-15-129-I-B-user303,-1.2474351720427659,-1.2474351720427659,0.0,0.00029886476455303615,0.00029886476455303615,0.0
3,2018-08-12_11-36-15-129-W-B-user304,2.4538481691958305,2.4538481691958305,0.0,0.1046958220557284,0.1046958220557284,0.0
4,2018-08-12_11-49-35-321-I-B-user303,-1.3566011388115555,-1.3566011388115555,0.0,0.00020294215327495264,0.00020294215327495264,0.0
5,2018-08-12_11-49-35-321-W-B-user302,0.9539359046872741,0.9539359046872741,0.0,0.0026187986120213354,0.0026187986120213354,0.0
6,2018-08-12_11-51-07-800-I-B-user305,2.3737031721531685,2.3737031721531685,0.0,0.10716919062853228,0.10716919062853228,0.0
7,2018-08-12_11-51-07-800-W-B-user301,3.1749554798977337,3.1749554798977337,0.0,0.3107304245874199,0.3107304245874199,0.0
8,2018-08-12_12-04-18-738-I-B-user301,3.1816791716633204,3.1816791716633204,0.0,0.3635480493023433,0.3635480493023433,0.0
9,2018-08-12_12-04-18-738-W-B-user304,1.4788981761056696,1.4788981761056696,0.0,0.013486925478513066,0.013486925478513066,0.0
10,2018-08-12_12-05-51-37-I-T-user302,1.9635985012881851,1.9635985012881851,0.0,0.009040065972538274,0.009040065972538274,0.0
11,2018-08-12_12-05-51-37-W-T-user305,2.3027239619378475,2.3027239619378475,0.0,0.05351939762007525,0.05351939762007525,0.0
12,2018-08-12_12-17-32-726-I-B-user303,0.3886968951491152,0.3886968951491152,0.0,0.00021070441760697833,0.00021070441760697833,0.0
13,2018-08-12_12-17-32-726-W-B-user301,2.2463603697482957,2.2463603697482957,0.0,0.09160149736970233,0.09160149736970233,0.0
14,2018-08-12_12-19-29-723-I-B-user305,2.4289244275150383,2.4289244275150383,0.0,0.07122970939987397,0.07122970939987397,0.0
15,2018-08-12_12-19-29-723-W-B-user304,1.0314720590071929,1.0314720590071929,0.0,0.013665603514044885,0.013665603514044885,0.0
16,2018-08-12_12-36-33-550-I-B-user303,1.626850144079932,1.626850144079932,0.0,0.011097244321527195,0.011097244321527195,0.0
17,2018-08-12_12-36-33-550-W-B-user305,1.975783276607041,1.975783276607041,0.0,0.061029589160126414,0.061029589160126414,0.0
18,2018-08-12_12-38-51-916-I-T-user302,3.1240414122662403,3.1240414122662403,0.0,0.051076356845530566,0.051076356845530566,0.0
19,2018-08-12_12-38-51-916-W-T-user304,3.3934313692207883,3.3934313692207883,0.0,0.09399861128089124,0.09399861128089124,0.0
20,2018-08-12_12-56-37-196-I-B-user301,2.8066334584477044,2.8066334584477044,0.0,0.1496832237905747,0.1496832237905747,0.0
21,2018-08-12_12-56-37-196-W-B-user303,0.40174996329669105,0.40174996329669105,0.0,0.0017373815522413693,0.0017373815522413693,0.0
22,2018-08-12_12-58-02-439-I-T-user304,2.029425326366675,2.029425326366675,0.0,0.030700765835261164,0.030700765835261164,0.0
23,2018-08-12_12-58-02-439-W-T-user302,3.400357133626045,3.400357133626045,0.0,0.2634195796280904,0.2634195796280904,0.0
24,2018-08-12_13-36-00-673-I-T-user302,2.8997010281898894,2.8997010281898894,0.0,0.08217497046517487,0.08217497046517487,0.0
25,2018-08-12_13-36-00-673-W-T-user301,0.8687553245671396,0.8687553245671396,0.0,0.020309317851051997,0.020309317851051997,0.0
26,2018-08-12_13-37-20-143-I-B-user305,2.6858680710210314,2.6858680710210314,0.0,0.11313380840244346,0.11313380840244346,0.0
27,2018-08-12_13-37-20-143-W-B-user303,-1.0218606752721209,-1.0218606752721209,0.0,0.00012625130935222642,0.00012625130935222642,0.0
28,2018-08-12_13-51-01-824-I-B-user304,1.5836117382432082,1.5836117382432082,0.0,0.03908961856715041,0.03908961856715041,0.0
29,2018-08-12_13-51-01-824-W-B-user301,2.2675106839254293,2.2675106839254293,0.0,0.04241957626378316,0.04241957626378316,0.0
30,2018-08-12_13-53-02-58-I-B-user305,2.2032015729247862,2.2032015729247862,0.0,0.058065122457361236,0.058065122457361236,0.0
31,2018-08-12_13-53-02-58-W-B-user302,2.127714106431664,2.127714106431664,0.0,0.026593099468917476,0.026593099468917476,0.0
32,2018-08-12_14-03-49-927-I-B-user304,1.9084570795868518,1.9084570795868518,0.0,0.03038467065735932,0.03038467065735932,0.0
33,2018-08-12_14-03-49-927-W-B-user303,0.23873641423755565,0.23873641423755565,0.0,0.0004920271032891871,0.0004920271032891871,0.0
34,2018-08-12_14-06-23-202-I-T-user301,2.999908688472516,2.999908688472516,0.0,0.085421724064092,0.085421724064092,0.0
35,2018-08-12_14-06-23-202-W-T-user305,1.6793863752932356,1.6793863752932356,0.0,0.0551470651857294,0.0551470651857294,0.0
36,2018-08-12_14-21-17-501-I-T-user302,0.916894985873471,0.916894985873471,0.0,0.050576015889436506,0.050576015889436506,0.0
37,2018-08-12_14-21-17-501-W-T-user303,1.1081322516801526,1.1081322516801526,0.0,0.0018740203269089614,0.0018740203269089614,0.0
38,2018-08-12_14-21-19-68-I-B-user304,2.298656571982474,2.298656571982474,0.0,0.04307326036240077,0.04307326036240077,0.0
39,2018-08-12_14-21-19-68-W-B-user305,2.9001165570650675,2.9001165570650675,0.0,0.16922677647450138,0.16922677647450138,0.0
40,2018-09-01_11-17-07-681-I-B-user403,2.96342436571756,2.96342436571756,0.0,0.23529293550686844,0.23529293550686844,0.0
41,2018-09-01_11-17-07-681-W-B-user404,3.1064465510882133,3.1064465510882133,0.0,0.2275188654387251,0.2275188654387251,0.0
42,2018-09-01_11-20-44-762-I-T-user401,3.6556653297083663,3.6556653297083663,0.0,0.4655685765187111,0.4655685765187111,0.0
43,2018-09-01_11-20-44-762-W-T-user402,2.968749611419743,2.968749611419743,0.0,0.15519620253003738,0.15519620253003738,0.0
44,2018-09-01_11-33-29-289-I-T-user403,3.4501845235943045,3.4501845235943045,0.0,0.5190544358445668,0.5190544358445668,0.0
45,2018-09-01_11-33-29-289-W-T-user402,2.454231991459311,2.454231991459311,0.0,0.04251059623668045,0.04251059623668045,0.0
46,2018-09-01_11-38-53-670-I-B-user401,3.1550457419403344,3.1550457419403344,0.0,0.29573168826556195,0.29573168826556195,0.0
47,2018-09-01_11-38-53-670-W-B-user405,2.1435087499993006,2.1435087499993006,0.0,0.058530463493887186,0.058530463493887186,0.0
48,2018-09-01_11-51-21-457-I-T-user401,3.4857367868983307,3.4857367868983307,0.0,0.4976773343003683,0.4976773343003683,0.0
49,2018-09-01_11-51-21-457-W-T-user404,3.0132049731838233,3.0132049731838233,0.0,0.16681778833222247,0.16681778833222247,0.0
50,2018-09-01_11-51-46-346-I-B-user402,2.4563313022718103,2.4563313022718103,0.0,0.023896830207362427,0.023896830207362427,0.0
51,2018-09-01_11-51-46-346-W-B-user405,1.935539511782042,1.935539511782042,0.0,0.03286767585556378,0.03286767585556378,0.0
52,2018-09-01_12-05-14-620-I-T-user403,3.102484648030169,3.102484648030169,0.0,0.3899932342457888,0.3899932342457888,0.0
53,2018-09-01_12-05-14-620-W-T-user401,3.675928032498069,3.675928032498069,0.0,0.4436031643429813,0.4436031643429813,0.0
54,2018-09-01_12-05-48-218-I-B-user405,1.6524458009267258,1.6524458009267258,0.0,0.03061372396221493,0.03061372396221493,0.0
55,2018-09-01_12-05-48-218-W-B-user404,3.2687324400131312,3.2687324400131312,0.0,0.3528142264258818,0.3528142264258818,0.0
56,2018-09-01_12-18-59-653-I-T-user402,3.654299862268228,3.654299862268228,0.0,0.3846092518668669,0.3846092518668669,0.0
57,2018-09-01_12-18-59-653-W-T-user404,3.2847039465525842,3.2847039465525842,0.0,0.21439976220065005,0.21439976220065005,0.0
58,2018-09-01_12-19-24-693-I-B-user403,2.4335880824766565,2.4335880824766565,0.0,0.10007269708824122,0.10007269708824122,0.0
59,2018-09-01_12-19-24-693-W-B-user405,2.233706968160547,2.233706968160547,0.0,0.06951110021393289,0.06951110021393289,0.0
60,2018-09-01_12-35-37-636-I-B-user404,3.388411827454397,3.388411827454397,0.0,0.32599161424125306,0.32599161424125306,0.0
61,2018-09-01_12-35-37-636-W-B-user402,3.2781608388677217,3.2781608388677217,0.0,0.30132849440432163,0.30132849440432163,0.0
62,2018-09-01_12-46-23-862-I-T-user401,3.6193699740788383,3.6193699740788383,0.0,0.2934091485527448,0.2934091485527448,0.0
63,2018-09-01_12-46-23-862-W-T-user403,3.277776218716516,3.277776218716516,0.0,0.3332578289785937,0.3332578289785937,0.0
64,2018-09-01_12-59-15-78-I-B-user402,3.703317668948058,3.703317668948058,0.0,0.4329414979064648,0.4329414979064648,0.0
65,2018-09-01_12-59-15-78-W-B-user401,3.43316679982656,3.43316679982656,0.0,0.5031131950183563,0.5031131950183563,0.0
66,2018-09-01_13-01-05-856-I-B-user405,1.7983128062371183,1.7983128062371183,0.0,0.03914388319018055,0.03914388319018055,0.0
67,2018-09-01_13-01-05-856-W-B-user403,3.2032042981533384,3.2032042981533384,0.0,0.3414302068155975,0.3414302068155975,0.0
68,2018-09-01_13-12-20-286-I-B-user404,3.662584450507813,3.662584450507813,0.0,0.4221443676136411,0.4221443676136411,0.0
69,2018-09-01_13-12-20-286-W-B-user401,1.7035446004822037,1.7035446004822037,0.0,0.05292838041535453,0.05292838041535453,0.0
70,2018-09-01_13-15-43-356-I-T-user405,1.4621828789293811,1.4621828789293811,0.0,0.006086349181075768,0.006086349181075768,0.0
71,2018-09-01_13-15-43-356-W-T-user402,2.5630176460857905,2.5630176460857905,0.0,0.15333334899215004,0.15333334899215004,0.0
72,2018-09-01_13-25-48-398-I-T-user404,3.0314847833052094,3.0314847833052094,0.0,0.2215697015250034,0.2215697015250034,0.0
73,2018-09-01_13-25-48-398-W-T-user403,3.2721066849347014,3.2721066849347014,0.0,0.31106421694793784,0.31106421694793784,0.0
74,2018-09-01_13-27-54-915-I-T-user405,2.8968225663738734,2.8968225663738734,0.0,0.06674793950795503,0.06674793950795503,0.0
75,2018-09-01_13-27-54-915-W-T-user401,4.258093217876904,4.258093217876904,0.0,0.4657093301172624,0.4657093301172624,0.0
76,2018-09-01_13-39-43-649-I-T-user402,3.3082871498192485,3.3082871498192485,0.0,0.321447142147695,0.321447142147695,0.0
77,2018-09-01_13-39-43-649-W-T-user403,2.378751940425418,2.378751940425418,0.0,0.30431923942472183,0.30431923942472183,0.0
78,2018-09-01_13-40-00-286-I-T-user404,2.1438242307927937,2.1438242307927937,0.0,0.094359501154563,0.094359501154563,0.0
79,2018-09-01_13-40-00-286-W-T-user405,2.2820407829015137,2.2820407829015137,0.0,0.06525146507181591,0.06525146507181591,0.0
80,2018-09-01_15-26-01-472-I-B-user501,3.8460885406484993,3.8460885406484993,0.0,0.7020514062351435,0.7020514062351435,0.0
81,2018-09-01_15-26-01-472-W-B-user502,2.505077837700997,2.505077837700997,0.0,0.2637527178329165,0.2637527178329165,0.0
82,2018-09-01_15-30-27-34-I-T-user503,2.019222043342745,2.019222043342745,0.0,0.11849234585627112,0.11849234585627112,0.0
83,2018-09-01_15-30-27-34-W-T-user504,2.926303343193457,2.926303343193457,0.0,0.05367617549395153,0.05367617549395153,0.0
84,2018-09-01_15-40-51-48-I-B-user501,3.0404589563349607,3.0404589563349607,0.0,0.12396145587238555,0.12396145587238555,0.0
85,2018-09-01_15-40-51-48-W-B-user505,1.6745491871247395,1.6745491871247395,0.0,0.026789298069251042,0.026789298069251042,0.0
86,2018-09-01_15-42-41-661-I-T-user503,1.7509627362807931,1.7509627362807931,0.0,0.12318076714138868,0.12318076714138868,0.0
87,2018-09-01_15-42-41-661-W-T-user502,4.172362253330477,4.172362253330477,0.0,0.4910014847223788,0.4910014847223788,0.0
88,2018-09-01_15-56-51-866-I-T-user502,3.2176894818654613,3.2176894818654613,0.0,0.34140015921670497,0.34140015921670497,0.0
89,2018-09-01_15-56-51-866-W-T-user505,1.248758090265797,1.248758090265797,0.0,0.018425833098616524,0.018425833098616524,0.0
90,2018-09-01_15-58-52-950-I-T-user501,3.0570710034788338,3.0570710034788338,0.0,0.17012490250770387,0.17012490250770387,0.0
91,2018-09-01_15-58-52-950-W-T-user504,4.103267576420514,4.103267576420514,0.0,0.4953295325564264,0.4953295325564264,0.0
92,2018-09-01_16-11-35-982-I-B-user503,1.7582757237903204,1.7582757237903204,0.0,0.14916079817294933,0.14916079817294933,0.0
93,2018-09-01_16-11-35-982-W-B-user501,2.6863076462950155,2.6863076462950155,0.0,0.05957498339753951,0.05957498339753951,0.0
94,2018-09-01_16-12-49-857-I-T-user505,1.402042440761682,1.402042440761682,0.0,0.01238983916349197,0.01238983916349197,0.0
95,2018-09-01_16-12-49-857-W-T-user504,2.4362445149009746,2.4362445149009746,0.0,0.06329674663413043,0.06329674663413043,0.0
96,2018-09-01_16-25-20-765-I-B-user503,3.0014716121466414,3.0014716121466414,0.0,0.11993165753376657,0.11993165753376657,0.0
97,2018-09-01_16-25-20-765-W-B-user505,1.8144204961979609,1.8144204961979609,0.0,0.019968523814724998,0.019968523814724998,0.0
98,2018-09-01_16-26-18-672-I-B-user502,2.3644239874544937,2.3644239874544937,0.0,0.0185997481829116,0.0185997481829116,0.0
99,2018-09-01_16-26-18-672-W-B-user504,2.4145540569265984,2.4145540569265984,0.0,0.0585946765844412,0.0585946765844412,0.0
100,2018-09-01_16-39-42-774-I-T-user501,1.0909650407022229,1.0909650407022229,0.0,0.022056471377138072,0.022056471377138072,0.0
101,2018-09-01_16-39-42-774-W-T-user503,2.169575819311192,2.169575819311192,0.0,0.11890488071520333,0.11890488071520333,0.0
102,2018-09-01_16-41-44-747-I-B-user504,3.2099063489529835,3.2099063489529835,0.0,0.2481851895592821,0.2481851895592821,0.0
103,2018-09-01_16-41-44-747-W-B-user502,2.77554700683787,2.77554700683787,0.0,0.1418473861954586,0.1418473861954586,0.0
104,2018-09-01_16-54-13-433-I-T-user505,2.272005028917336,2.272005028917336,0.0,0.1706000511621684,0.1706000511621684,0.0
105,2018-09-01_16-54-13-433-W-T-user503,1.3943701650302955,1.3943701650302955,0.0,0.029640113747583005,0.029640113747583005,0.0
106,2018-09-01_16-54-20-277-I-T-user502,0.1806842336138441,0.1806842336138441,0.0,0.004513753409398457,0.004513753409398457,0.0
107,2018-09-01_16-54-20-277-W-T-user501,3.101765038040198,3.101765038040198,0.0,0.4839993445472362,0.4839993445472362,0.0
108,2018-09-01_17-08-02-6-I-B-user505,1.7642884880951843,1.7642884880951843,0.0,0.09125542672730902,0.09125542672730902,0.0
109,2018-09-01_17-08-02-6-W-B-user502,2.3571695155008983,2.3571695155008983,0.0,0.09129903326516098,0.09129903326516098,0.0
110,2018-09-01_17-08-15-620-W-B-user501,2.741553753878737,2.741553753878737,0.0,0.2759406276856184,0.2759406276856184,0.0
111,2018-09-01_17-20-37-941-I-B-user504,3.2235027406260937,3.2235027406260937,0.0,0.11101590515427633,0.11101590515427633,0.0
112,2018-09-01_17-20-37-941-W-B-user503,0.4146465153147077,0.4146465153147077,0.0,0.025947679258548156,0.025947679258548156,0.0
113,2018-09-01_17-20-57-400-I-B-user505,2.2483536053212507,2.2483536053212507,0.0,0.19183753751170865,0.19183753751170865,0.0
114,2018-09-01_17-20-57-400-W-B-user501,2.608994744716001,2.608994744716001,0.0,0.12965140970702116,0.12965140970702116,0.0
115,2018-09-01_17-33-42-951-I-B-user502,2.8397518077468584,2.8397518077468584,0.0,0.2930991888198623,0.2930991888198623,0.0
116,2018-09-01_17-33-42-951-W-B-user503,0.007809730090401423,0.007809730090401423,0.0,0.0006438749099233501,0.0006438749099233501,0.0
117,2018-09-01_17-33-58-376-I-B-user504,3.4921016424644633,3.4921016424644633,0.0,0.3489523584259336,0.3489523584259336,0.0
118,2018-09-01_17-33-58-376-W-B-user505,1.572591757022579,1.572591757022579,0.0,0.04046757195896723,0.04046757195896723,0.0
119,2018-09-08_11-26-50-995-I-B-user601,3.69272981665213,3.69272981665213,0.0,0.4058365089012986,0.4058365089012986,0.0
120,2018-09-08_11-26-50-995-W-B-user602,2.0240951830530696,2.0240951830530696,0.0,0.07694907285162456,0.07694907285162456,0.0
